Name,Study,Query_Num,Is_CS,Phase,Mode,Dataset,Question,Transcript_X,Transcript_Y,SQL_Translation,Context,Answer,Flight_Score,Credit_Score
P4,MS2,2,Y,E2,Written,Credit,What are the different card categories?,what are the different card categories,what are the different card categories,SELECT DISTINCT(Card_Category) FROM Credit,0,There are 3 card categories: Blue~ Silver and Gold.,7,5.5
P4,MS2,3,Y,E2,Written,Credit,Is there a maximum credit limit?,is there a maximum credit limit,is there a maximum credit limit,SELECT MAX(Credit_Limit) FROM Credit,0,The largest credit limit given to a customer was 36728 dollars.,7,5.5
P4,MS2,1,Y,E2,Written,Credit,What are the different income categories?,what are the different income categories,what are the different income categories,SELECT DISTINCT Income_Category FROM Credit,0,There are 5 income categories~ < $40K~ $40K - $80K~ $80K - $160K~ $160K - $240K and > $240K.,7,5.5
P4,MS2,8,Y,Q1,Spoken,Flight,What was the destination airport with the most delayed flights?,what was the destination airport with the most delayed flights,what was the destination airport with the most delayed flights,SELECT Destination_Airport FROM Flight GROUP BY Destination_Airport ORDER BY COUNT(*) DESC LIMIT 1,0,The destination airport with the most delayed flights was ATL.,7,5.5
P4,MS2,12,Y,Q1,Spoken,Flight,What was the average difference between scheduled departure and departure time?,what was the average difference between scheduled departure and departure time,what was the average difference between scheduled departure and departure time,SELECT AVG(Scheduled_Departure - Departure_Time) FROM Flight,0,The average difference between scheduled departure and departure time was 9.37 minutes.,7,5.5
P4,MS2,7,Y,Q1,Spoken,Flight,What is the origin airport with the most delayed flights?,what was the origin airport with the most delayed flights,what was the origin airport with the most delayed flights,SELECT Origin_Airport FROM Flight GROUP BY Origin_Airport ORDER BY COUNT(*) DESC LIMIT 1,0,The origin airport with the most delayed flights was ATL.,7,5.5
P4,MS2,6,Y,Q1,Spoken,Flight,What was the average distance traveled?,what was the average distance traveled,what was the average distance traveled,SELECT AVG(Distance) FROM Flight,0,The average distance traveled was 822.35,7,5.5
P4,MS2,9,Y,Q1,Spoken,Flight,What was the average delay in flights?,what was the average delay in flights,what was the average delay in flights,SELECT AVG(Arrival_Time - Scheduled_Arrival) FROM Flight,0,The average flight delay was 9.37 minutes.,7,5.5
P4,MS2,2,Y,Q1,Spoken,Flight,How many flights were canceled?,how many flights were cancelled,how many flights were canceled,SELECT COUNT(*) FROM Flight WHERE Cancelled = 1,0,There were 89884 canceled flights.,7,5.5
P4,MS2,11,Y,Q1,Spoken,Flight,What is the average difference between scheduled arrival and arrival time?,what is the average difference between scheduled arrival and arrival.,what is the average difference between scheduled arrival and arrival time,SELECT AVG(Scheduled_Arrival - Arrival_Time) FROM Flight,0,The average difference between scheduled arrival and arrival time was 7.65 minutes.,7,5.5
P4,MS2,1,Y,Q1,Spoken,Flight,How many flights were diverted?,how many flights were diverted,how many flights were diverted,SELECT COUNT(*) FROM Flight WHERE Diverted = 1,0,There were 80100 diverted flights.,7,5.5
P4,MS2,5,Y,Q1,Spoken,Flight,What was the airline with the most delayed flights?,what was the airline with the most delayed flights,was the airline with the most delayed flight,SELECT Airline FROM Flight GROUP BY Airline ORDER BY COUNT(*) DESC LIMIT 1,0,The airline with the most delays was Southwest Airlines.,7,5.5
P4,MS2,3,Y,Q1,Spoken,Flight,What was the day of the week with the most delayed flights?,what was the day of the week with the most delayed flight,what was the day of the week with the most delayed flight,SELECT Day_Of_Week FROM Flight GROUP BY Day_Of_Week ORDER BY COUNT(*) DESC LIMIT 1,0,The day of the week with the most delayed flights was Wednesday.,7,5.5
P4,MS2,10,Y,Q1,Spoken,Flight,What was the greatest flight delay?,what was the greatest flight delay,it was the greatest flight delay,SELECT MAX(Departure_Time - Scheduled_Departure) FROM Flight,0,The longest flight delay was 1092 minutes.,7,5.5
P4,MS2,4,Y,Q1,Spoken,Flight,What was the month with the most delayed flights?,what was the month with the most delayed flights,what was the month with the most delayed flights,SELECT Month FROM Flight GROUP BY Month ORDER BY COUNT(*) DESC LIMIT 1,0,The month with the most delayed flights was March. There were 504312 delayed flights.,7,5.5
P4,MS2,11,Y,Q2,Written,Credit,What is the greatest number of months on book?,what is the greatest number of month on book,it is the greatest number of months and book,SELECT MAX(Months_On_Book) FROM Credit,0,The greatest months on book is 156.,7,5.5
P4,MS2,18,Y,Q2,Written,Credit,How many people have a Silver card?,how many people have a silver card,how many people have a silver card,SELECT COUNT(*) FROM Credit WHERE Card_category = 'Silver',0,There are 871 customer with a Silver card.,7,5.5
P4,MS2,6,Y,Q2,Written,Credit,What is the average marital status?,what's the average marital status,is the average marital status,NP,0,Unknown identifier: “average” for text column.,7,5.5
P4,MS2,21,Y,Q2,Written,Credit,What is the greatest customer age?,what is the greatest customer age,what is the greatest customer age,SELECT MAX(Customer_Age) FROM Credit,0,The greatest customer age is 76.,7,5.5
P4,MS2,8,Y,Q2,Written,Credit,How many people are married?,how many people are married,many people are married,SELECT COUNT(*) FROM Credit WHERE Marital_Status = 'Married',0,There are 4578 Married customers.,7,5.5
P4,MS2,23,Y,Q2,Written,Credit,How many people have an education level of High School?,how many people have an education level of high school,many people have an education level of high school,SELECT COUNT(*) FROM Credit WHERE Education_Level = 'High School',0,There are 1571 customers with education equal to High School.,7,5.5
P4,MS2,22,Y,Q2,Written,Credit,What is the lowest customer age?,what is the lowest customer age,what is the lowest customer age,SELECT MIN(Customer_Age) FROM Credit ,0,The youngest customer age is 24.,7,5.5
P4,MS2,4,Y,Q2,Written,Credit,What is the average number of dependents?,what is the average number of dependents,what is the average number of dependents,SELECT AVG(Dependent_Count) FROM Credit ,0,The average dependent count is 2.3.,7,5.5
P4,MS2,12,Y,Q2,Written,Credit,What is the average credit limit?,what is the average credit limit,what is the average credit limit,SELECT AVG(Credit_Limit) FROM Credit,0,The average credit limit is 9871.,7,5.5
P4,MS2,10,Y,Q2,Written,Credit,What is the average number of months on book?,what is the average number of months on book,what is the average number of months on book,SELECT AVG(Months_On_Book) FROM Credit,0,The average months on book is 14.,7,5.5
P4,MS2,13,Y,Q2,Written,Credit,What is the average total trans amount?,what is the average total trans amount,what is the average total Transamerica,SELECT AVG(Total_Trans_Amt) FROM Credit,0,The average total transaction value is 4404.08.,7,5.5
P4,MS2,20,Y,Q2,Written,Credit,What is the greatest credit limit?,what is the greatest credit limit,it is the greatest credit limit,SELECT MAX(Credit_Limit) FROM Credit ,0,The greatest credit limit is 34~516.,7,5.5
P4,MS2,2,Y,Q2,Written,Credit,How many men are in the dataset?,how many men are in the data set,how many men are in the data set,SELECT COUNT(*) FROM Credit WHERE Gender = 'M',0,There are 4769 Male customers.,7,5.5
P4,MS2,14,Y,Q2,Written,Credit,What is the average total trans counnt?,what is the average total trans count,what is the average total trans count,SELECT AVG(Total_Trans_Ct) FROM Credit,0,The average total transaction count is 65.83.,7,5.5
P4,MS2,16,Y,Q2,Written,Credit,How many people are attrited customers?,when people are attracted customers,the people are a traded customers,SELECT COUNT(*) FROM Credit WHERE Attrition_Flag = 'Attrited Customer',0,There are 750 attrited customers.,7,5.5
P4,MS2,3,Y,Q2,Written,Credit,How many females are in the dataset?,females are in the data set,the females are in the data set,SELECT COUNT(*) FROM Credit WHERE Gender = 'F',0,There are 4897 Female customers.,7,5.5
P4,MS2,19,Y,Q2,Written,Credit,How many people have a Gold card?,how many people have a gold card,many people have a gold card,SELECT COUNT(*) FROM Credit WHERE Card_Category = 'Gold',0,There are 478 customers with a Gold card,7,5.5
P4,MS2,15,Y,Q2,Written,Credit,How many people are existing customers?,how many people are existing customers,how many people are existing customers,SELECT COUNT(*) FROM Credit WHERE Attrition_Flag = 'Existing Customer',0,There are 8500 existing customers.,7,5.5
P4,MS2,17,Y,Q2,Written,Credit,How many people have a Blue card?,how many people have a blue card,how many people have a blue card,SELECT COUNT(*) FROM Credit WHERE Card_Category = 'Blue',0,There are 7892 customers with a Blue card.,7,5.5
P4,MS2,9,Y,Q2,Written,Credit,How many people have an income less than 40K?,many people have an income less than 40K,the people have an income less than forty K.,SELECT COUNT(*) FROM Credit WHERE Income_Category = 'Less than $40K',0,There are 4672 customers with an income < $40K.,7,5.5
P4,MS2,5,Y,Q2,Written,Credit,What is the greatest number of dependents?,what is the greatest number of dependents,what is the greatest number of dependents,SELECT MAX(Dependent_Count) FROM Credit,0,The greatest dependent count is 6.,7,5.5
P4,MS2,7,Y,Q2,Written,Credit,How many people are single?,how many people are single,how many people are single,SELECT COUNT(*) FROM Credit WHERE Marital_Status = 'Single',0,There are 3672 Single customers.,7,5.5
P4,MS2,1,Y,Q2,Written,Credit,What was the average customer age?,what was the average customer age,what was the average customer age,SELECT AVG(Customer_Age) FROM Credit,0,The average customer age is 46.,7,5.5
P5,MS1,2,N,E1,Spoken,Flight,What airlines are delayed?,what airlines are delayed,what airlines are delayed,SELECT DISTINCT Airline FROM Flight WHERE (Departure_Time - Scheduled_Departure) != '00:00:00',0,The airline with the most delays is Southwest Airlines.,8,8
P5,MS1,3,N,E1,Spoken,Flight,How many delays are there?,how many delays are there,how many delays are there,SELECT COUNT(*) FROM Flight,0,There were 4571828 delayed flights.,8,8
P5,MS1,13,N,E1,Spoken,Flight,What date was the most delayed?,what date was the most delayed,what date was the most delayed,NP,0,"Unknown identifier: ""date""",8,8
P5,MS1,12,N,E1,Spoken,Flight,Which day of the month was the most delayed?,which day of the month was the most away.,which day of the month was the most delayed,SELECT Month FROM Flight GROUP BY Month ORDER BY COUNT(*) DESC LIMIT 1,0,"Unknown identifier: ""Day of the month""",8,8
P5,MS1,5,N,E1,Spoken,Flight,What origin airports are there?,what origin airports are there,what origin airports are there,SELECT DISTINCT Origin_Airport FROM Flight,0,There are 351 origin airports.,8,8
P5,MS1,6,N,E1,Spoken,Flight,What was the length of the delay?,what was the length of the delay,what was the length of the delay,SELECT (Departure_Time - Scheduled_Departure) FROM Flight,0,The average flight delay length was 9.65 minutes.,8,8
P5,MS1,4,N,E1,Spoken,Flight,How many cancelled flights?,how many cancelled flights,how many cancelled flights,SELECT COUNT(*) FROM Flight WHERE Cancelled = 1,0,There were 81912 cancelled flights.,8,8
P5,MS1,7,N,E1,Spoken,Flight,What distance were the flights delayed?,what distance were the flights delayed,what distance where the flights delayed,SELECT Distance FROM Flight,0,The average distance travelled was 807.29 miles.,8,8
P5,MS1,11,N,E1,Spoken,Flight,What day were the flights leaving?,what day were the flights leaving,what day were the flights leaving,SELECT Day_Of_Week FROM Flight,0,The day of the week with the most delays was Friday.,8,8
P5,MS1,14,N,E1,Spoken,Flight,What was the average arrival delay?,what was the average arrival delay,what was the average arrival delay,SELECT AVG(Arrival_Time - Scheduled_Arrival) FROM Flight,0,The average difference between scheduled arrival and actual arrival was 10.87 minutes.,8,8
P5,MS1,8,N,E1,Spoken,Flight,Which origin airport was the most common?,which origin airport was the most common,which origin airport,SELECT Origin_Airport FROM Flight GROUP BY Origin_Airport ORDER BY COUNT(*) DESC LIMIT 1,0,The origin airport with the most delays was BOS.,8,8
P5,MS1,10,N,E1,Spoken,Flight,Where were the flights going?,where were the flights going,where were the lights going,SELECT DISTINCT Destination_Airport FROM Flight,0,The destination airport with the most delays was MIA.,8,8
P5,MS1,1,N,E1,Spoken,Flight,What flight is delayed?,what flight is delayed,what a light is delayed,NP,0,"Unknown identifier: ""What flight""",8,8
P5,MS1,9,N,E1,Spoken,Flight,Which origin airport was the second most common?,which origin airport was the second most common,origin airport was the second most common,"WITH tmp AS (SELECT Origin_Airport, ROW_NUMBER() OVER(ORDER BY COUNT(*) DESC) as seqnum FROM Flight GROUP BY Origin_Airport) SELECT Origin_Airport FROM tmp WHERE seqnum = 2",0,The origin airport with the second most delays was JFK.,8,8
P5,MS1,9,N,E2,Written,Credit,what card category was the most educated,NA,NA,NP,0,"Unknown identifier: ""most educated""",8,8
P5,MS1,2,N,E2,Written,Credit,how many attrition flags are there,NA,NA,SELECT COUNT(DISTINCT Attrition_Flag) FROM Credit ,0,There are 2 attrition flags: Attrited Customer and Existing Customer.,8,8
P5,MS1,5,N,E2,Written,Credit,how many customers have more than 20 months on book,NA,NA,SELECT COUNT(*) FROM Credit WHERE Months_On_Book > 20,0,There are 1781 customers with more than 20 months on book.,8,8
P5,MS1,1,N,E2,Written,Credit,How many marital statues are there,NA,NA,SELECT COUNT(DISTINCT(Marital_Status)) FROM Credit,0,There are 4 marital statuses: Married~ Single~ Divorced~ and Unknown.,8,8
P5,MS1,6,N,E2,Written,Credit,what gender made the most transactions,NA,NA,SELECT Gender FROM Credit GROUP BY Gender ORDER BY SUM(Total_Trans_Ct) DESC LIMIT 1 ,0,There were more transactions made by Females than by Males.,8,8
P5,MS1,3,N,E2,Written,Credit,what is the age range,NA,NA,"SELECT MIN(Customer_Age), MAX(Customer_Age) FROM Credit ",0,The youngest customer is 24 and oldest customer is 87.,8,8
P5,MS1,4,N,E2,Written,Credit,how many customers,NA,NA,SELECT COUNT(*) FROM Credit ,0,There are 10718 customers.,8,8
P5,MS1,7,N,E2,Written,Credit,did married people spend more,NA,NA,NP,0,The total transaction value of Married people was higher than that of Single people.,8,8
P5,MS1,8,N,E2,Written,Credit,how many ages are represented,NA,NA,SELECT COUNT(DISTINCT Customer_Age) FROM Credit,0,There are 55 unique ages represented.,8,8
P5,MS1,5,N,Q1,Spoken,Flight,What was the average departure delay?,what was the average~ departure delay,what was the average,SELECT AVG(diff) FROM (SELECT Scheduled_Departure - Departure_Time as diff FROM Flight) as foo,0,The average flight delay was 9.37 minutes.,8,8
P5,MS1,13,N,Q1,Spoken,Flight,What destination airport had the most delays?,what destination Airport have the most delays,what destination airport have the most delays,SELECT Dependent_Count FROM Credit GROUP BY Dependent_Count ORDER BY COUNT(*) DESC LIMIT 1,0,The destination airport with the most delays was ATL.,8,8
P5,MS1,8,N,Q1,Spoken,Flight,What was the shortest distance?,what was the shortest distance,what was the shortest distance,SELECT MIN(Distance) FROM Flight,0,The shortest flight was 18 miles from EWR to JFK.,8,8
P5,MS1,4,N,Q1,Spoken,Flight,What was the average arrival delay?,what was the average arrival delay,what was the average arrival delay,SELECT AVG(Arrival_Time - Scheduled_Arrival) FROM Flight,0,The average delay in arrival was 9.89 minutes.,8,8
P5,MS1,11,N,Q1,Spoken,Flight,How many flights in total?,how many flights in total,how many flights and total,SELECT COUNT(*) FROM Flight,0,There were 6178192 delayed flights.,8,8
P5,MS1,23,N,Q1,Spoken,Flight,What day of the week had the most delays?,what day of the week had the most delays,what day of the week had the most delays,SELECT Day_Of_Week FROM Flight GROUP BY Day_Of_Week ORDER BY COUNT(*) DESC LIMIT 1,0,The day of the week with the most delays was Wednesday.,8,8
P5,MS1,18,N,Q1,Spoken,Flight,What origin airport had the least delays?,what origin airport had the least delays,what origin airport had the least delays,SELECT Origin_Airport FROM Flight GROUP BY Origin_Airport ORDER BY COUNT(*) DESC LIMIT 1,0,The origin airport with the least delays was Zipcode 11503.,8,8
P5,MS1,21,N,Q1,Spoken,Flight,What was the longest departure delay?,what was the longest~ departure delay,what was the longest,SELECT MAX(Departure_Time - Scheduled_Departure) FROM Flight,0,The longest departure delay was 1278 minutes.,8,8
P5,MS1,1,N,Q1,Spoken,Flight,What month was most common?,what month was most common,what month was most common,SELECT Month FROM Flight GROUP BY Month ORDER BY COUNT(*) DESC LIMIT 1,0,The month with the most delays was March with 504312 delays,8,8
P5,MS1,7,N,Q1,Spoken,Flight,What was the largest distance?,what was the largest distance,what was the largest distance,SELECT MAX(Distance) FROM Flight,0,The longest flight was 4218 miles from EWR to HNL.,8,8
P5,MS1,15,N,Q1,Spoken,Flight,What was the average distance travelled?,what was the average distance traveled,what was the average distance traveled,SELECT AVG(Distance) FROM Flight,0,The average distance travelled was 822.35 miles.,8,8
P5,MS1,10,N,Q1,Spoken,Flight,How many flights were diverted?,how many flights were diverted,how many flights were diverted,SELECT COUNT(*) FROM Flight WHERE Diverted = 1  ,0,There were 18718 diverted flights.,8,8
P5,MS1,12,N,Q1,Spoken,Flight,What origin airport had the most delays?,what origin airport had the most delays,what origin airport had the most delays,SELECT Origin_Airport FROM Flight GROUP BY Origin_Airport ORDER BY COUNT(*) DESC LIMIT 1,0,The origin airport with the most delays was ATL.,8,8
P5,MS1,2,N,Q1,Spoken,Flight,What airline had the most delays?,what airline has the most delays,what airline had the most the ways,SELECT Airline FROM Flight GROUP BY Airline ORDER BY COUNT(*) DESC LIMIT 1,0,The airline with the most delays was Southwest Airlines.,8,8
P5,MS1,17,N,Q1,Spoken,Flight,What was the most common scheduled arrival time?,what was the most common scheduled arrival time,what was the most common scheduled arrival time,SELECT Scheduled_Arrival FROM Flight GROUP BY Scheduled_Arrival ORDER BY COUNT(*) DESC LIMIT 1,0,The most common scheduled arrival time was 20:30:00.,8,8
P5,MS1,20,N,Q1,Spoken,Flight,What was the longest arrival delay?,what was the longest arrival delay,what was the longest arrival delay,SELECT MAX(Arrival_Time - Scheduled_Arrival) FROM Flight ,0,The longest arrival delay was 1408 minutes.,8,8
P5,MS1,6,N,Q1,Spoken,Flight,What was the average delay in departure?,what was the average delay in Departures,what was the average delay in departure,SELECT AVG(Departure_Time - Scheduled_Departure) FROM Flight ,0,The average flight delay was 9.37 minutes.,8,8
P5,MS1,3,N,Q1,Spoken,Flight,What airline had the least delays?,what airline has the least delays,what airline had the least delays,SELECT Airline FROM Flight GROUP BY Airline ORDER BY COUNT(*) ASC LIMIT 1,0,The airline with the least delays was Alaskan Airlines.,8,8
P5,MS1,19,N,Q1,Spoken,Flight,What destination airport had the least delays?,what destination airport had the least delay,what destination airport had the least delays,SELECT Destination_Airport FROM Flight GROUP BY Destination_Airport ORDER BY COUNT(*) ASC LIMIT 1,0,The destination airport with the least delays was Zipcode 18718.,8,8
P5,MS1,9,N,Q1,Spoken,Flight,How many flights were cancelled?,how many flights were cancelled,how many flights were canceled,SELECT COUNT(*) FROM Flight WHERE Cancelled = 1,0,There were 89884 cancelled flights.,8,8
P5,MS1,16,N,Q1,Spoken,Flight,What time were the most flights scheduled for departure?,what time were the most flights scheduled for departure,what time were the most flights scheduled for departure,SELECT Scheduled_Departure FROM Flight GROUP BY Scheduled_Departure ORDER BY COUNT(*) DESC LIMIT 1,0,The most common scheduled departure time was 06:00:00.,8,8
P5,MS1,14,N,Q1,Spoken,Flight,What day of the week had the least delays?,what day of the week had the least delays,what day of the week had the least delays,SELECT Day_Of_Week FROM Flight GROUP BY Day_Of_Week ORDER BY COUNT(*) DESC LIMIT 1,0,The day of the week with the least delays was Friday.,8,8
P5,MS1,22,N,Q1,Spoken,Flight,What month had the least delays?,what month has the least delays,what month had the least delays,SELECT Month FROM Flight GROUP BY Month ORDER BY COUNT(*) ASC LIMIT 1,0,The month with the least delays was February with 417819 delays.,8,8
P5,MS1,14,N,Q2,Written,Credit,did customers with more dependents spend more,NA,NA,NP,0,The highest total transaction value was for customers with 1 dependent.,8,8
P5,MS1,4,N,Q2,Written,Credit,what education level spend the most,NA,NA,"SELECT Income_Category FROM (SELECT Income_Category, SUM(Total_Trans_Amt) FROM Credit GROUP BY Income_Category ORDER BY Sum DESC Limit 1) as foo",0,The education level that spent the most was Graduate.,8,8
P5,MS1,18,N,Q2,Written,Credit,average credit limit,NA,NA,SELECT AVG(Credit_limit) FROM Credit,0,The average credit limit was 9817.,8,8
P5,MS1,16,N,Q2,Written,Credit,how many total customer,NA,NA,SELECT COUNT(*) FROM Credit,0,There were 10000 total customers.,8,8
P5,MS1,13,N,Q2,Written,Credit,what was the average number of dependents,NA,NA,SELECT AVG(Dependent_Count) FROM Credit,0,The average number of dependents was 2.3.,8,8
P5,MS1,1,N,Q2,Written,Credit,how many card categories are there,NA,NA,SELECT COUNT(DISTINCT Card_Category) FROM Credit,0,There are 4 card categories: Blue~ Silver~ Gold~ and Platinum.,8,8
P5,MS1,11,N,Q2,Written,Credit,what age spent the most,NA,NA,SELECT Customer_Age FROM Credit GROUP BY Customer_Age ORDER BY SUM(Total_Trans_Amt) DESC LIMIT 1 ,0,The age that had the highest total transaction amount was 55.,8,8
P5,MS1,6,N,Q2,Written,Credit,what was the average age,NA,NA,SELECT AVG(Customer_Age) FROM Credit ,0,The average customer age is 46.,8,8
P5,MS1,12,N,Q2,Written,Credit,what was the range of transaction count,NA,NA,"SELECT MIN(Total_Trans_Ct), MAX(Total_Trans_Ct) FROM Credit",0,The lowest transaction count was 15 and the highest was 1009.,8,8
P5,MS1,3,N,Q2,Written,Credit,what marital status spent the most,NA,NA,SELECT Marital_Status FROM Credit GROUP BY Marital_Status ORDER BY SUM(Total_Trans_Amt) DESC LIMIT 1,0,The Marital status that had the highest total transaction amount was Married.,8,8
P5,MS1,9,N,Q2,Written,Credit,what education level spent the least,NA,NA,SELECT Education_Level FROM Credit GROUP BY Education_Level ORDER BY SUM(Total_Trans_Amt) DESC LIMIT 1,0,The education level that spend the least in total was Uneducated.,8,8
P5,MS1,15,N,Q2,Written,Credit,how many attrited customers,NA,NA,SELECT COUNT(*) FROM Credit WHERE Attrition_Flag = 'Attrited Customer',0,There were 1500 attrited customers.,8,8
P5,MS1,20,N,Q2,Written,Credit,average total transaction count,NA,NA,SELECT AVG(Total_Trans_Ct) FROM Credit,0,The average total transaction count was 65.78.,8,8
P5,MS1,8,N,Q2,Written,Credit,what was the average transaction number for the highest income category,NA,NA,NP,0,The average total transaction count for > $120K customers was 89.10.,8,8
P5,MS1,19,N,Q2,Written,Credit,range of credit limit,NA,NA,"SELECT MIN(Credit_Limit), MAX(Credit_Limit) FROM Credit",0,The lowest credit limit was 516~ the highest was 34516.,8,8
P5,MS1,7,N,Q2,Written,Credit,what income categories are there,NA,NA,SELECT DISTINCT Income_Category FROM Credit,0,There are 5 income categories: < $40K~ $40K - $60K~ $60K - $80K~ $80K - $120K~ and > $120K.,8,8
P5,MS1,21,N,Q2,Written,Credit,range of transaction count,NA,NA,"SELECT MIN(Total_Trans_Ct), MAX(Total_Trans_Ct) FROM Credit ",0,The lowest transaction count was 15 and the highest was 1009.,8,8
P5,MS1,22,N,Q2,Written,Credit,range of transaction amount,NA,NA,"SELECT MIN(Total_Trans_Amt), MAX(Total_Trans_Amt) FROM Credit ",0,The lowest transaction amount was 570~ the highest was 1098192.,8,8
P5,MS1,5,N,Q2,Written,Credit,what age range was represente,NA,NA,"SELECT MIN(Customer_Age), MAX(Customer_Age) FROM Credit",0,The youngest customer was 23 and oldest customer was 91.,8,8
P5,MS1,2,N,Q2,Written,Credit,what was the most common transaction amount,NA,NA,SELECT Total_Trans_Amt FROM Credit GROUP BY Total_Trans_Amt ORDER BY COUNT(*) DESC LIMIT 1,0,The most common transaction amount was 1789 dollars.,8,8
P5,MS1,10,N,Q2,Written,Credit,what marital status spent the least,NA,NA,SELECT Marital_Status FROM Credit GROUP BY Marital_Status ORDER BY SUM(Total_Trans_Amt) ASC LIMIT 1,0,The marital status that had the lowest total transaction amount was Divorced.,8,8
P5,MS1,17,N,Q2,Written,Credit,range of months on book,NA,NA,"SELECT MIN(Months_On_Book), MAX(Months_On_Book) FROM Credit",0,The lowest months on book was 0~ the highest was 189.,8,8
P6,MS1,3,N,E1,Written,Credit,What is the average income category?,NA,NA,NP,0,"Unknown identifier: ""average"" for text column.",3.5,7
P6,MS1,5,N,E1,Written,Credit,Are there more married customers than single customers?,NA,NA,SELECT CASE WHEN ((SELECT COUNT(*) FROM Credit WHERE Marital_Status = 'Married') > (SELECT COUNT(*) FROM Credit WHERE Marital_Status = 'Single')) THEN TRUE ELSE FALSE END,0,There are more Married customers than Single customers.,3.5,7
P6,MS1,8,N,E1,Written,Credit,Do married customers have higher transaction amounts than single customers?,NA,NA,SELECT CASE WHEN ((SELECT AVG(Total_Trans_Amt) FROM Credit WHERE Marital_Status = 'Married' ) > (SELECT AVG(Total_Trans_Amt) FROM Credit WHERE Marital_Status = 'Single' )) THEN TRUE ELSE FALSE END,0,On average~ Married customers have a total transaction amount of 4506.78 dollars~ while SIngle customers have an average of 4286.29 dollars.,3.5,7
P6,MS1,12,N,E1,Written,Credit,How many card categories are there?,NA,NA,SELECT COUNT(DISTINCT Card_Category) FROM Credit,0,There are 4 card categories: Blue~ Silver~ Gold~ and Platinum.,3.5,7
P6,MS1,9,N,E1,Written,Credit,What is the most common card category?,NA,NA,SELECT Card_Category FROM Credit GROUP BY Card_Category ORDER BY COUNT(*) DESC LIMIT 1,0,The most common card category is Blue.,3.5,7
P6,MS1,4,N,E1,Written,Credit,What is the highest income category?,NA,NA,NP,0,The highest income category is > $240K.,3.5,7
P6,MS1,7,N,E1,Written,Credit,Do married customers complete more transactions than single customers?,NA,NA,SELECT CASE WHEN ((SELECT SUM(Total_Trans_Ct) FROM Credit WHERE Marital_Status = 'Married') > (SELECT SUM(Total_Trans_Ct) FROM Credit WHERE Marital_Status = 'Single')) THEN TRUE ELSE FALSE END,0,On average~ Married customers complete 67.85 transactions while Single customers complete 57.68.,3.5,7
P6,MS1,10,N,E1,Written,Credit,How many months on book do customers with blue card categories have?,NA,NA,SELECT SUM(Months_On_Book) FROM Credit WHERE Card_Category = 'Blue',0,The average months on book for customers with card category Blue is 14.,3.5,7
P6,MS1,6,N,E1,Written,Credit,Does income affect the credit limit?,NA,NA,NP,0,"Unknown identifier: ""affect""",3.5,7
P6,MS1,11,N,E1,Written,Credit,How many months on book do customers with card category silver have?,NA,NA,SELECT AVG(Months_On_Book) FROM Credit WHERE Card_Category = 'Silver',0,The average months on book for customers with card category Silver is 26.,3.5,7
P6,MS1,2,N,E1,Written,Credit,Are there more male customers than female customers?,NA,NA,SELECT Gender FROM Credit WHERE Gender = 'M' OR Gender = 'F' GROUP BY Gender ORDER BY COUNT(*) DESC LIMIT 1,0,There are more Female customers than Male customers.,3.5,7
P6,MS1,1,N,E1,Written,Credit,What is the age range of customers?,NA,NA,"SELECT MIN(Customer_Age), MAX(Customer_Age) FROM Credit ",0,The oldest customer is 84 and the youngest customer is 23.,3.5,7
P6,MS1,12,N,E2,Spoken,Flight,What day of the week has the most delays?,what day of the week has the most delays,what day of the week has the most delays,SELECT Day_Of_Week FROM Flight GROUP BY Day_Of_Week ORDER BY COUNT(*) DESC LIMIT 1,0,The day of the week with the most delays is Saturday.,3.5,7
P6,MS1,2,N,E2,Spoken,Flight,In what month do the most delays occur?,in what month do the most delays occur,in what month do the most delays occur,SELECT Month FROM Flight GROUP BY Month ORDER BY COUNT(*) DESC LIMIT 1,0,The month with the most delays is April with 504718 delays.,3.5,7
P6,MS1,7,N,E2,Spoken,Flight,How many airlines are there?,how many airlines are there,how many airlines are there,SELECT COUNT(DISTINCT Airline) FROM Flight,0,There are 10 airlines in this dataset.,3.5,7
P6,MS1,3,N,E2,Spoken,Flight,What origin airport has the most delays?,what origin airport has the most delays,what origin airport has the most away,SELECT Origin_Airport FROM Flight GROUP BY Origin_Airport ORDER BY COUNT(*) DESC LIMIT 1,0,The origin airport with the most delays is EWR.,3.5,7
P6,MS1,1,N,E2,Spoken,Flight,What is the most used airline?,what is the most~ used Airline,what is the most,SELECT Airline FROM Flight GROUP BY Airline ORDER BY COUNT(*) DESC LIMIT 1,0,The airline with the most delays is Southwest Airlines.,3.5,7
P6,MS1,11,N,E2,Spoken,Flight,In what month are flights on Virgin Airlines the highest?,in what month are flights on Virgin Airlines the highest,in what month are flights on virgin airlines the highest,SELECT Month FROM Flight WHERE Airline = 'VX' GROUP BY Month ORDER BY COUNT(*) DESC LIMIT 1,0,The month with the most delays where airline is Virgin Airlines is December with 45817 delays.,3.5,7
P6,MS1,4,N,E2,Spoken,Flight,How far behind the scheduled departure is the actual departure time when there is a delay?,how far behind the schedule departure is the actual departure time when there is a delay,how far behind the scheduled departure is the actual departure time when there is a delay,SELECT AVG(Departure_Time - Scheduled_Departure) FROM Flight,0,The average difference between the scheduled and actual departure was 8.78 minutes.,3.5,7
